"experiment_abbreviated"	"Genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"threshold"	"SGD_name"
"F60_P8"	"YOR244W"	-2.08694138496079	9.29843060835813	-8.47648840114844	5.51363846786693e-07	5.20493342144066e-06	6.24182605902934	"TRUE"	"S000005770"
"F60_P8"	"YOR247W"	-3.88648245068628	8.47572474628374	-11.8357985541276	7.89609353924346e-09	1.710659281545e-07	10.6204548423218	"TRUE"	"S000005773"
"F60_P8"	"YOR251C"	3.76889517682353	6.87589741459862	9.9745376623247	7.2558428789414e-08	9.66144084969432e-07	8.33858063170148	"TRUE"	"S000005777"
"F60_P8"	"YOR252W"	3.18056804688235	7.0524649339308	13.2669842969929	1.72933949900141e-09	5.47572706246309e-08	12.1718047688385	"TRUE"	"S000005778"
"F60_P8"	"YOR255W"	-4.70288719276471	7.62491669683045	-10.9492088551219	2.18742829546345e-08	3.71165065955911e-07	9.57413936113012	"TRUE"	"S000005781"
"F60_P8"	"YOR257W"	3.63876123086275	7.33766781002422	9.1433835108717	2.16985376180694e-07	2.38975923104183e-06	7.20682185563203	"TRUE"	"S000005783"
"F60_P8"	"YOR259C"	3.09138556509804	8.99824388968858	12.200604023651	5.28681674039625e-09	1.25270475058075e-07	11.0312760169258	"TRUE"	"S000005785"
"F60_P8"	"YOR261C"	2.1996885482353	9.52322241186505	8.2045336925707	8.18407066413639e-07	7.2772110332072e-06	5.83286259150492	"TRUE"	"S000005787"
"F60_P8"	"YOR264W"	-2.30930203068627	8.65627869147751	-5.1534146785035	0.000132580365987316	0.000575253879991457	0.575768656912194	"TRUE"	"S000005790"
"F60_P8"	"YOR267C"	-2.39667606162745	10.437580083391	-9.19806806423656	2.01450488271021e-07	2.26015603403812e-06	7.28364112179329	"TRUE"	"S000005793"
"F60_P8"	"YOR268C"	-4.89966121722549	6.95143940672145	-18.1332111093252	2.41430043237353e-11	3.0946677469906e-09	16.4581473386125	"TRUE"	"S000005794"
"F60_P8"	"YOR269W"	-2.76834488941177	6.42668699626817	-13.5823286652109	1.26108776784409e-09	4.41339235595172e-08	12.4929292421311	"TRUE"	"S000005795"
"F60_P8"	"YOR281C"	2.19190395676471	7.113269126391	5.89643623537297	3.41974224295642e-05	0.000174497063418769	1.97065356571155	"TRUE"	"S000005807"
"F60_P8"	"YOR285W"	2.83338591531373	10.7155276252007	9.95167494593572	7.47082154091156e-08	9.85496846309865e-07	8.308447037708	"TRUE"	"S000005811"
"F60_P8"	"YOR287C"	-3.89563405182353	7.51687913865744	-8.79500061662727	3.50991764794777e-07	3.55638227204917e-06	6.70929589637933	"TRUE"	"S000005813"
"F60_P8"	"YOR289W"	3.69559924205882	8.23276056234256	9.94255242502773	7.55847611326117e-08	9.92773177394883e-07	8.29640804798072	"TRUE"	"S000005815"
"F60_P8"	"YOR292C"	-3.28418490188235	7.80395811731834	-12.9233750776599	2.45769169605477e-09	7.10526683541487e-08	11.8137315955981	"TRUE"	"S000005818"
"F60_P8"	"YOR293C-A"	-3.61246469405882	6.55962301748443	-12.2946229176553	4.77526711492995e-09	1.1679095824308e-07	11.1353855155443	"TRUE"	"S000028858"
"F60_P8"	"YOR295W"	-2.16222990517647	7.0354981883564	-6.19732268157731	2.01836418432669e-05	0.000111492090119687	2.51505775237085	"TRUE"	"S000005821"
"F60_P8"	"YOR297C"	-2.92795348384313	9.17053602348443	-15.7011114958828	1.75964408894802e-10	1.0697630549896e-08	14.4819785574141	"TRUE"	"S000005823"
"F60_P8"	"YOR298C-A"	2.17364968237255	8.5710844349654	6.26028344714682	1.81038197102221e-05	0.000101762619435355	2.62742384274051	"TRUE"	"S000007253"
"F60_P8"	"YOR298W"	-4.8277305325	8.16846372425086	-12.1045683247027	5.86993535095843e-09	1.36354240608836e-07	10.92419250956	"TRUE"	"S000005824"
"F60_P8"	"YOR302W"	-4.02196844319608	9.43143790582007	-5.17389764886883	0.000127593680212327	0.000556111906505098	0.615130076502458	"TRUE"	"S000005828"
"F60_P8"	"YOR310C"	-2.55074653480392	10.1260103945208	-7.2867122807626	3.31890320306172e-06	2.3793673300117e-05	4.38281765629591	"TRUE"	"S000005837"
"F60_P8"	"YOR313C"	-5.00229431735294	6.63823101715225	-12.9533573059542	2.38270807188844e-09	6.98336947019865e-08	11.8453229367919	"TRUE"	"S000005840"
"F60_P8"	"YOR315W"	-4.93169728543137	6.91076719679239	-15.4465416472046	2.20083680970446e-10	1.24796321552436e-08	14.2573572238898	"TRUE"	"S000005842"
"F60_P8"	"YOR321W"	-3.17605242629412	8.74080298961246	-19.1546752755738	1.12665036839843e-11	2.0315988592188e-09	17.2065757411603	"TRUE"	"S000005848"
